"id","nome","ano_lancamento","dev_publisher","plataforma","genero","engine_tech","status_codigo","metodo_modificacao","dificuldade","esforco_horas","viabilidade_claude","raciocinio_dificuldade","dilemas_compativeis","aderencia_psyfun","exemplo_concreto","popularidade","idade_publico","requisitos_tecnicos","custo_licencas","risco_tos","links","imagens","observacoes","fonte_agente"
"the-ship-remasted","The Ship: Remasted","2016","Blazing Griffin","windows|mac|linux","social-deduction","Source Engine","modding-community","scripting-in-game","3","M","3","Source Engine — SDK oficial da Valve existe mas jogo menos popular limita community.","PD","5","Cada jogador tem um alvo e é alvo de outro — PD triangular.","Steam 64% 3k reviews","16+","Source SDK, Hammer","R$20","2","https://store.steampowered.com/app/342560","","Mecânica única mas jogo moribundo.","party-multiplayer"
"dayz","DayZ","2018","Bohemia Interactive","windows|playstation|xbox","survival-mmo","Enfusion","sdk-oficial","sdk-oficial","3","M","3","DayZ Tools oficial + Enfusion Script (C-like). Community grande.","PD|TG|CG","5","Encontro com stranger — confiar ou atirar é o PD canônico do gênero. DayZ é referência cultural disso.","Steam 5M+ copies","16+","DayZ Tools, Enfusion Script","R$100","1","https://community.bistudio.com/wiki/DayZ:Modding","","Dilema PD de meeting é ouro cultural. Modificação pontual viável.","party-multiplayer"
"screeps","Screeps","2016","Screeps LLC","windows|mac|linux|web","mmo-programming","Node.js","sdk-oficial","scripting-in-game","3","M","5","Screeps é MMO onde se programa em JavaScript. API pública total. Recursos compartilhados entre jogadores.","CG|PD","4","Screeps world shard tem recursos limitados (energy, minerals). Múltiplos jogadores competem/cooperam via código. Logs servem pra análise PD","Steam 78% 3k reviews, nicho mas ativo","13+","JavaScript, Node","R$50 ou self-host free","1","https://screeps.com | https://github.com/screeps/screeps | https://github.com/screeps","","Único: programação como game — pesquisa de IA agents em PD","party-multiplayer|tabletop-digital"
"ultimate-chicken-horse","Ultimate Chicken Horse","2016","Clever Endeavour","windows|mac|linux|switch|playstation|xbox","party-platform","Unity","modding-community","runtime-hook","3","S","3","Unity, BepInEx possível.","PD|SD","5","Colocar obstáculo — só você passa (trair) ou todos passam (cooperar). Jogo É um dilema social explícito.","Steam 97% 80k reviews","7+","BepInEx, C#","R$35","3","https://store.steampowered.com/app/386940","","GOLD — mecânica central É dilema. Baixo custo.","party-multiplayer"
"blood-on-the-clocktower","Blood on the Clocktower (online)","2019","The Pandemonium Institute","web","social-deduction","varies","source-available","code-fork","3","M","3","Clocktower.online parcialmente aberto. Licença restrita.","PD|PG","5","Mafia sofisticado. Dilema iterado explícito.","comunidade ativa, ~10k MAU","13+","Vue.js, Node","jogo base R$200","3","https://github.com/bra1n/townsquare","","Townsquare app é FOSS mas só UI; lógica ainda humana (storyteller).","party-multiplayer"
"ztree","z-Tree","1998","Urs Fischbacher / U Zurich","windows","experiment-framework","Delphi/Windows","source-available","scripting-in-game","3","M","3","z-Tree é o padrão histórico em experimental economics. Windows-only, linguagem própria. 1000+ papers publicados.","PD|PG|UG|DG|TG|BG","5","z-Tree rodando lab-style. Programas PD/UG compartilhados no repo z-Tree online","Padrão ouro acadêmico desde 1998","18+","Windows, z-Tree IDE","free academic","1","https://www.ztree.uzh.ch","","Clássico, mas Windows-only é ponto negativo","research-serious|tabletop-digital"
"pizzagame-keil","Pizzagame (Keil 2016)","2016","Keil, Sauerland, Schwieren","windows|web","experiment-task","custom","source-available","code-fork","3","S","3","Task experimental específica para crianças em distribuição de fatias de pizza. Código solicitável aos autores.","DG|UG","5","Distribuir fatias entre jogador e outro; totalmente pictográfico, ideal pra PsyFun.","paper J. Econ. Psychol. 2016","7+","pedido aos autores","grátis research","2","https://doi.org/10.1016/j.joep.2016.09.001","","Extremamente alinhado ao espírito PsyFun para público infantil.","research-serious"
"public-goods-game-online","Public Goods Game Online (Suri-Watts)","2011","Suri & Watts / Yahoo Research","web","experiment-task","JS/Flash","source-available","code-fork","3","S","3","Implementação histórica Yahoo Research. Descontinuada mas código descrito em paper.","PG","5","Network PGG com 24 jogadores simultaneous em MTurk.","paper PLoS ONE 2011 400+ citations","18+","web","grátis research","2","https://doi.org/10.1371/journal.pone.0016836","","Inspiração de design, não código direto.","research-serious"
"cat-farm","CAT-farm (fisheries commons sim)","2015","Ostrom Workshop / IU","windows","serious-sim","NetLogo/custom","source-available","code-fork","3","S","3","NetLogo; open.","CG","5","Pescadores partilham stock; regeneração não-linear.","papers Ostrom tradition","13+","NetLogo","grátis","1","http://ccl.northwestern.edu/netlogo/","","Commons game acadêmico.","research-serious"
"fishbanks","Fishbanks (MIT Sloan)","1992","Dennis Meadows / MIT Sloan","web|windows","serious-sim","custom web","source-available","sdk-oficial","3","S","3","Versão web oficial gratuita para educadores. API limitada.","CG","5","Commons clássico: companhias pescam em mar comum. Rodadas de decisão.","50k+ players historicamente","13+","conta Fishbanks","grátis educação","2","https://mitsloan.mit.edu/LearningEdge/simulations/fishbanks/Pages/fish-banks.aspx","","Canônico para tragedy of commons.","research-serious"
"economic-games-app-paruchuri","Economic Games Android (UC Davis)","2019","UC Davis","android","experiment-task","Android/Java","source-available","code-fork","3","S","3","App Android para field experiments em economia comportamental (ex: rural/low-lit populations).","DG|UG|PD|TG","5","UI pictográfica pensada para baixa alfabetização — diretamente relevante para PsyFun.","nicho mas valioso","all-ages","Android","grátis","2","","","Buscar apps específicos como 'ExpEcon' ou similares.","research-serious"
"iterated-pd-toolbox","Iterated PD Toolbox (Stewart)","2016","Stewart & Plotkin","windows|mac|linux","simulation-library","Python/MATLAB","open-source","code-fork","3","S","5","Papers com código anexo.","PD","4","IPD com ZD strategies.","papers Nowak/Plotkin","all-ages","Python","grátis","1","","","Engine para pontos específicos.","research-serious"
"multiparty-public-goods","N-player Stag Hunt (Pacheco)","2009","Pacheco et al.","windows","experiment-task","custom","source-available","code-fork","3","S","3","Paper specific.","SH|PG","5","Threshold coordination: K de N precisam cooperar.","PRS B 2009","18+","oTree","grátis","1","","","Excelente conceitualmente.","research-serious"
"eve-online-cross","EVE Online","2003","CCP Games","windows|mac","mmo-economy","custom","sdk-oficial","api-publica","3","M","3","EVE tem ESI API oficial (JSON REST). Dados de mercado, guerra, corporations. Economia player-driven = dilema social constante. Mas modificar gameplay não.","PD|BG|TG|CG","5","EVE é laboratório social real de mass scale — scams, heists, wars de corp. Pull de dados via ESI pra dataset observacional. Modificar client = ban","500k+ active subs","16+","ESI REST API, Python","F2P + sub","2","https://www.eveonline.com | https://esi.evetech.net","","Gold pra OBSERVACIONAL (API oficial). Não modifica gameplay","tabletop-digital"
"openrct2","OpenRCT2","2014","OpenRCT2 Team (Chris Sawyer original)","windows|mac|linux","simulation-management","C++ custom","open-source","mod-loader-oficial","2","S","4","GPLv3, plugin API oficial em JavaScript/TypeScript, multiplayer nativo, docs boas; econômia de parque dá margem pra dilemas","PG|CG|BG","4","Plugin JS com 2 jogadores no mesmo parque: um investe em rides compartilhadas (PG) ou rides que só beneficiam sua zona (trair). Log de decisões por tick","GitHub 14k+ stars, comunidade muito ativa","all-ages","JavaScript/TypeScript (plugin API), C++ se fundo","jogo original RCT2 ~R$20 (Steam); OpenGraphics substitui","1","https://openrct2.io | https://github.com/OpenRCT2/OpenRCT2 | https://github.com/OpenRCT2/OpenRCT2/blob/develop/distribution/scripting.md","","Plugin API muito acessível, ideal pra experimentos","classic-reimpl"
"roblox-natural-disaster-survival","Natural Disaster Survival","2008","Stickmasterluke","windows|mac|android|ios|xbox","survival-party","Roblox Engine","creative-platform","creative-mode-in-game","2","S","4","Clone simples: todos caem no mapa, desastre vem, sobreviventes pontuam. Abrir fonte via reverse não é preciso — padrão é bem conhecido, clonar em Roblox Studio é direto.","SH|CPG|SD","4","Mod: cada jogador pode 'ajudar outro' gastando recurso vs 'fugir sozinho' (Stag Hunt — sobrevive quem coordena).","6B+ visitas, jogo icônico Roblox 2008-presente","7+","Roblox Studio, Luau","grátis","2","https://www.roblox.com/games/189707/Natural-Disaster-Survival","","","creative-platforms"
"roblox-work-at-pizza-place","Work at a Pizza Place","2008","Dued1","windows|mac|android|ios|xbox","cooperative-work-sim","Roblox Engine","creative-platform","creative-mode-in-game","2","S","4","Clone de cadeia produtiva cooperativa; mecânica bem simples (5 estações, pizzas). Replicável em Roblox Studio com templates.","PG|CG|CPG","4","Mod: cada jogador recebe salário baseado em pool comum (cooperar) ou pode sabotar pra pegar fatia maior (trair) — Public Goods com free-riding.","4B+ visitas","7+","Roblox Studio, Luau","grátis","2","https://www.roblox.com/games/192800/Work-at-a-Pizza-Place","","","creative-platforms"
"minecraft-education","Minecraft Education Edition","2016","Microsoft / Mojang","windows|mac|ios|android|xbox","sandbox-educational","Bedrock Engine","sdk-oficial","scripting-in-game","2","S","4","MakeCode (bloco + JavaScript/Python) oficial. Docs ricos. Limitado vs Forge mas mais rápido.","PG|CG|SH|CPG","4","World pronto com 'tragedy of commons' (pescar de lago coletivo); cada jogador escolhe cota; lago esvazia se todos pescam demais.","adotado em 115 países, usado em currículo","7+","Licença EDU (grátis p/ educadores qualificados)","grátis via M365 EDU","1","https://education.minecraft.net","","Perfeito pra IRB acadêmico; licença é pró-pesquisa.","creative-platforms"
"core-games","Core (Manticore Games)","2020","Manticore Games","windows|mac","plataforma-criativa","Unreal Engine 4 / Lua","creative-platform","creative-mode-in-game","2","M","4","Editor UE4 customizado + Lua. Docs boas. Publish Epic Store. Menor que Roblox/UEFN mas maduro.","PD|PG|SH|UG|DG|SD|TG|CG|CPG|BG","4","Jogo coop-trair com assets UE4 de qualidade; multiplayer built-in.","menor que Roblox; dezenas de milhares de CCU pico","13+","Windows, Core Editor (grátis), Lua","grátis","2","https://coregames.com","","Manticore reduziu equipe em 2023; futuro incerto. Ainda funcional 2026.","creative-platforms"
"horizon-worlds","Horizon Worlds (Meta)","2021","Meta","vr|windows|android|ios","plataforma-criativa-social-vr","Horizon Engine / TypeScript (Custom Scripts)","creative-platform","creative-mode-in-game","2","M","4","Scripting API oficial em TypeScript (2024+); Meta expôs docs bem. Claude escreve TS com facilidade.","PD|PG|SH|UG|DG|TG|CG|CPG|BG","4","Mundo Horizon com 8 jogadores; UI VR de botões coop/trair flutuantes; logging via HTTP request para endpoint de pesquisa.","~200k MAU (estimativa 2024)","13+","Meta Quest ou PC, Horizon Worlds Desktop Editor, TypeScript","grátis (headset Quest ~US$300)","2","https://developers.meta.com/horizon-worlds/","","Público menor que VRChat mas API TypeScript é a mais limpa das VR platforms.","creative-platforms"
"roblox-evade","Evade","2022","Hexagon Development Community","windows|mac|android|ios|xbox","horror-coop","Roblox Engine","creative-platform","creative-mode-in-game","2","S","4","Horror coop estilo DOORS; clonável.","SH|SD","4","Revive de colega exige parar: parar (coop) vs correr (trair).","1B+ visitas","10+","Roblox Studio, Luau","grátis","2","https://www.roblox.com/games/6561817938","","","creative-platforms"
"roblox-lumber-tycoon","Lumber Tycoon 2","2015","Defaultio","windows|mac|android|ios|xbox","tycoon-economy","Roblox Engine","creative-platform","creative-mode-in-game","2","S","4","Economia + trade entre jogadores; clone direto em Studio.","CG|TG|BG","4","Floresta compartilhada: cortar moderado (coop) vs clear-cut (trair) — Commons.","1B+ visitas","7+","Roblox Studio, Luau","grátis","2","https://www.roblox.com/games/13822889","","","creative-platforms"
"uefn-hide-and-seek","Hide and Seek (UEFN)","2023","múltiplos","windows|mac|playstation|xbox|switch|android|ios","social-hide-seek","UEFN / Verse","creative-platform","creative-mode-in-game","2","S","4","Gênero clássico, templates prontos no Epic Dev.","SH|PD|SD","4","Seeker encontra escondido — denunciar outro escondido pra pegar bônus (trair) vs calar (coop).","centenas de ilhas","12+","UEFN, Verse","grátis","2","https://create.fortnite.com","","","creative-platforms"
"roblox-rust-like","Rust-like / Booga Booga","2018","Soybeen","windows|mac|android|ios|xbox","survival-sandbox","Roblox Engine","creative-platform","creative-mode-in-game","2","S","4","Survival primitivo Roblox; jogo original fechado mas conceito replicável.","PD|CG|SD","4","Pool comum de madeira — tribo compartilha vs indivíduo estoca.","500M+ visitas","10+","Roblox Studio, Luau","grátis","2","https://www.roblox.com/games/606849621","","","creative-platforms"
"unity-card-battler-template","Card Battler Starter Kit (Unity)","2021","Multiple (Asset Store)","windows|mac|android|ios","card-template","Unity","source-available","template-engine","2","M","4","Assets com C# completo, deck/hand system pronto","PD|TG|UG","4","Jogar carta cooperar (dano pool inimigo) ou trair (dano solo)","vários kits populares","10+","Unity 2020+, C#","US$30-80","2","https://assetstore.unity.com/packages/templates/packs/card-battle-template-198033","","","engine-templates"
"unity-tower-defense-template","Tower Defense Template (Unity)","2018","Unity Technologies","windows|mac|android|ios","td-template","Unity","open-source","template-engine","2","M","4","Sample oficial Unity, completo","PG|CG|SH","4","Co-op TD: torres pro pool central (coop) vs torres próprias (trair). Public Goods classic","Asset Store 200k+","10+","Unity 2018+, C#","gratuito","1","https://assetstore.unity.com/packages/essentials/tutorial-projects/tower-defense-template-107692","","Excelente pra PG coop","engine-templates"
